spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime
45.34470415048237,0.7203244934421581,0.00011437481734488664,290.69977178955196,1.293511781634226,4.369354379075191,3.7450408455106836,554.3614384322225,70.08967752614431,83.72640646432227,6.515167086419769,1809490227.7801933,0.581780899892607,0.8781174363909454,526.0224477173382,0.768187004071361,0.41730480236712697,1673630458.4455886,1224481150.5130224,33.508871476074184,0.8007445686755367,984.1307878596988,0.31342417815924284,38.15432370141805,4.505556609184153,328.9213327007694,0.5340176845479112,1.1171643496986472,640.543
37.43457342606621,0.8781425034294131,0.0983468338330501,326.3322875015157,2.915779060301004,6.132661139892068,5.767508455801893,539.549206085989,97.90408905743203,112.1240645021478,4.109729664065151,1879202699.955295,0.8955444355625979,0.7481656543798394,655.5873239369755,0.8157117313805955,0.10322600657764203,1554663834.7539082,2049338815.7693782,38.09347912193662,0.28777533858634874,565.0142860591388,0.019366957870297075,37.72273705407651,1.8465124640002362,203.10933187444525,0.6966292637121353,1.1600876353512413,235.852
50.37176337574442,0.14672857490581015,0.5893055369032842,409.92750800627937,1.2046688576556517,5.656223951278273,5.77760063091098,588.190379876763,36.795532058824364,83.44605496788911,7.982767871318733,1626599409.527616,0.8778379023963254,0.5865550405019929,974.5417806273963,0.554989881658495,0.13927634725075855,1940671618.0206747,1500744075.3073974,31.937001461612773,0.9275085803960339,673.8829298727533,0.7508121031361555,39.23193553121445,4.533224364823239,274.7344414111218,0.800376973610935,2.0466950259335275,486.598
40.637692536480834,0.8958862181960668,0.4280911898712949,489.45201414451566,2.326882995636896,6.486782880836487,3.4589838918135007,852.0982045425861,75.1915648140743,87.52540298116465,6.448820816567687,1328247288.4244535,0.8613518082249015,0.5736794866722859,513.4696074399534,0.7468579654482895,0.32664490177209615,1639666151.072064,2025014908.6723402,41.14894848011999,0.9085351509197992,811.6800578959014,0.015821242846556283,45.74199147980036,3.763587670067696,349.4645700902961,0.5689362033381314,1.4114072488866332,279.825
61.843054817189234,0.6968181614899002,0.06600017272206249,426.6389157807399,2.5077523769224928,7.692098142185934,5.8460990345138875,445.2655842522772,33.90849284862038,34.51625474026105,4.169838928124768,1338108624.7870486,0.8440111794731553,0.5388310643416528,795.0448530871122,0.8368123569438424,0.12417331511991114,1373513015.7324514,1702696051.560533,70.54059591934438,0.56103021925571,509.32364468647154,0.8006326726806163,23.455176762912654,4.2284207824751165,227.57212881283436,0.8454167418237715,3.2413649282115538,205.256
49.799687487693404,0.13645522566068502,0.05991768951221166,236.4030367222212,1.0891037570895234,4.429976516424372,3.9028373544314188,735.5035673286595,85.73283027719768,33.20537409527512,4.431845678136921,2112346370.2637775,0.7272401847679768,0.20329323466099047,641.1907812200056,0.7975303416300372,0.1954294811093188,1697971217.9690711,2115292855.4001446,64.6477824715217,0.23984775914758616,746.884857134365,0.6199557183813798,42.52738878560572,1.627165578584337,153.71524043548192,0.5280088574876889,2.459035332811095,636.573
51.40254277290657,0.5688514370864813,0.31736240932216075,496.58484632373467,2.159490438491594,5.520564690494202,5.203792876471587,751.4498744369055,96.24635777150573,57.4322775356297,4.39800900657065,1471116353.9603148,0.7518870028086257,0.2101740099148396,897.4108435142728,0.526614592541646,0.26031509857854096,1937840456.1461039,1281440302.4481034,54.694122282237124,0.5246703091237337,962.4039851996754,0.263296770487111,18.11075490188876,3.940263853154678,304.43560590864934,0.8631263410014096,3.795916207590512,284.348
32.446450335219104,0.2343620861214205,0.6167783570016576,484.70489620628496,2.9003522384941594,6.226612752780626,6.662425399065098,700.2921410105444,69.44074055755964,78.65510404130333,7.6258628975198395,1663814013.931745,0.8704725706825815,0.9187334356336061,714.1763138168601,0.8853050113762848,0.17395566668046436,1209387111.6281595,1218781964.5454817,48.27178395249104,0.021524805274197978,973.9851056088405,0.8271154711707325,16.480607383747916,1.704785022300221,216.4127148733674,0.5523987379243668,3.4284720763797463,249.687
43.03157288586539,0.9401074823333672,0.58201417994708,463.6495953235532,2.6894688907844437,7.621569274834597,4.839521063267227,653.348980298044,108.66594475059578,59.42900976647817,6.941521135719566,1717031208.1366477,0.5062133102203343,0.5934814081966372,734.0422906826027,0.8229442115539366,0.31524480309537295,2032473773.5208004,1694211283.3511777,32.83248967811832,0.7879292338255043,806.0155885224669,0.053909272073752956,29.44619776003623,3.7162753462617184,333.72035559550517,0.500160809956543,3.9302774470931787,234.644
44.05057007186478,0.9737835383583225,0.604716100974053,448.6537423942079,2.1494230094162043,6.512304793229402,4.142305126782776,673.3088369434489,104.00208931545535,114.39812829718807,8.53049313080608,1823274651.5015726,0.84579177202184,0.32268099683674645,855.4438608832447,0.6803495745653396,0.3821027520315172,1514847151.18535,1504827243.2533448,39.23442940599729,0.6219193679203014,715.1236354106322,0.9738020779272523,37.68962852589796,1.7942795537084435,235.34020186960657,0.6373384959097692,3.3929164118757,245.636
